     128	     423	       0
     256	    1115	       0
     512	    2393	       0
    1024	    4819	       0
    2048	    9566	       0
    4096	   18764	       0
    8192	   26697	       0
   16384	   50621	       0
   32768	   55018	       0
   65536	   60767	       0
  131072	   62263	       0
  262144	   65535	       0
  524288	   69817	       0
 1048576	   65613	       0
 2097152	   67522	       0
 4194304	   76488	       0
 8388608	   64693	       0
16777216	   61321	       0
     128	     187	       0
     256	     949	       0
     512	    2252	       0
    1024	    4734	       0
    2048	    9343	       0
    4096	   18563	       0
    8192	   25472	       0
   16384	   49844	       0
   32768	   95224	       0
   65536	  124164	       0
  131072	  128758	       0
  262144	  102001	       0
  524288	   69633	       0
 1048576	   70253	       0
 2097152	   74266	       0
 4194304	   86598	       0
 8388608	   76836	       0
16777216	   80744	       0
     128	     425	       0
     256	    1115	       0
     512	    2388	       0
    1024	    4829	       0
    2048	    9466	       0
    4096	   18780	       0
    8192	   26656	       0
   16384	   50375	       0
   32768	   48095	       0
   65536	   46609	       0
  131072	   66699	       0
  262144	   73036	       0
  524288	   77895	       0
 1048576	   78124	       0
 2097152	   77016	       0
 4194304	   70007	       0
 8388608	   71728	       0
16777216	   85309	       0
     128	     425	       0
     256	    1113	       0
     512	    2391	       0
    1024	    4831	       0
    2048	    9529	       0
    4096	   18719	       0
    8192	   26617	       0
   16384	   50585	       0
   32768	   55444	       0
   65536	   61057	       0
  131072	   59589	       0
  262144	   65432	       0
  524288	   66852	       0
 1048576	   70632	       0
 2097152	   68979	       0
 4194304	   62745	       0
 8388608	   68931	       0
16777216	   59760	       0
     128	     188	       0
     256	     948	       0
     512	    2256	       0
    1024	    4728	       0
    2048	    9459	       0
    4096	   18452	       0
    8192	   25452	       0
   16384	   49736	       0
   32768	   95453	       0
   65536	  115382	       0
  131072	  126140	       0
  262144	   99547	       0
  524288	   73419	       0
 1048576	   75069	       0
 2097152	   74693	       0
 4194304	   72870	       0
 8388608	   58369	       0
16777216	   70293	       0
     128	     188	       0
     256	     948	       0
     512	    2255	       0
    1024	    4730	       0
    2048	    9303	       0
    4096	   18588	       0
    8192	   25449	       0
   16384	   49567	       0
   32768	   95395	       0
   65536	  115982	       0
  131072	  124584	       0
  262144	  103281	       0
  524288	   68872	       0
 1048576	   68250	       0
 2097152	   67639	       0
 4194304	   56798	       0
 8388608	   62831	       0
16777216	   71539	       0
     128	     424	       0
     256	    1115	       0
     512	    2388	       0
    1024	    4821	       0
    2048	    9452	       0
    4096	   18745	       0
    8192	   26652	       0
   16384	   50531	       0
   32768	   48546	       0
   65536	   46977	       0
  131072	   67374	       0
  262144	   72441	       0
  524288	   73012	       0
 1048576	   76243	       0
 2097152	   78553	       0
 4194304	   78571	       0
 8388608	   77568	       0
16777216	   71852	       0
     128	     424	       0
     256	    1115	       0
     512	    2388	       0
    1024	    4824	       0
    2048	    9486	       0
    4096	   18667	       0
    8192	   26667	       0
   16384	   50406	       0
   32768	   48385	       0
   65536	   46099	       0
  131072	   67561	       0
  262144	   75306	       0
  524288	   75778	       0
 1048576	   69355	       0
 2097152	   76221	       0
 4194304	   75763	       0
 8388608	   70935	       0
16777216	   83352	       0
     128	     187	       0
     256	     950	       0
     512	    2251	       0
    1024	    4736	       0
    2048	    9235	       0
    4096	   18332	       0
    8192	   25471	       0
   16384	   49558	       0
   32768	   95481	       0
   65536	  123523	       0
  131072	  128784	       0
  262144	  100239	       0
  524288	   71152	       0
 1048576	   74302	       0
 2097152	   70558	       0
 4194304	   73743	       0
 8388608	   72648	       0
16777216	   84281	       0
     128	     424	       0
     256	    1115	       0
     512	    2388	       0
    1024	    4825	       0
    2048	    9502	       0
    4096	   18688	       0
    8192	   26694	       0
   16384	   50503	       0
   32768	   48508	       0
   65536	   46738	       0
  131072	   66207	       0
  262144	   74996	       0
  524288	   73169	       0
 1048576	   72486	       0
 2097152	   78931	       0
 4194304	   73999	       0
 8388608	   71710	       0
16777216	   82260	       0
     128	     424	       0
     256	    1117	       0
     512	    2395	       0
    1024	    4824	       0
    2048	    9517	       0
    4096	   18744	       0
    8192	   26592	       0
   16384	   50594	       0
   32768	   55448	       0
   65536	   60702	       0
  131072	   61382	       0
  262144	   69808	       0
  524288	   66852	       0
 1048576	   74840	       0
 2097152	   63812	       0
 4194304	   73025	       0
 8388608	   73871	       0
16777216	   69940	       0
     128	     188	       0
     256	     951	       0
     512	    2251	       0
    1024	    4728	       0
    2048	    9269	       0
    4096	   18490	       0
    8192	   25508	       0
   16384	   49549	       0
   32768	   95425	       0
   65536	  115843	       0
  131072	  122508	       0
  262144	  100459	       0
  524288	   71466	       0
 1048576	   72732	       0
 2097152	   69803	       0
 4194304	   60597	       0
 8388608	   70494	       0
16777216	   61832	       0
     128	     423	       0
     256	    1119	       0
     512	    2394	       0
    1024	    4825	       0
    2048	    9454	       0
    4096	   18814	       0
    8192	   26694	       0
   16384	   50449	       0
   32768	   48423	       0
   65536	   47846	       0
  131072	   66585	       0
  262144	   74366	       0
  524288	   71740	       0
 1048576	   75141	       0
 2097152	   78532	       0
 4194304	   67492	       0
 8388608	   76816	       0
16777216	   75388	       0
     128	     188	       0
     256	     950	       0
     512	    2261	       0
    1024	    4741	       0
    2048	    9248	       0
    4096	   18580	       0
    8192	   25454	       0
   16384	   49656	       0
   32768	   95444	       0
   65536	  115795	       0
  131072	  125470	       0
  262144	  102042	       0
  524288	   74603	       0
 1048576	   68890	       0
 2097152	   68822	       0
 4194304	   65885	       0
 8388608	   71760	       0
16777216	   60796	       0
     128	     424	       0
     256	    1115	       0
     512	    2389	       0
    1024	    4831	       0
    2048	    9454	       0
    4096	   18721	       0
    8192	   26655	       0
   16384	   50372	       0
   32768	   49043	       0
   65536	   47192	       0
  131072	   67524	       0
  262144	   75766	       0
  524288	   72658	       0
 1048576	   70713	       0
 2097152	   75824	       0
 4194304	   80091	       0
 8388608	   78219	       0
16777216	   87803	       0
     128	     188	       0
     256	     948	       0
     512	    2261	       0
    1024	    4720	       0
    2048	    9262	       0
    4096	   18675	       0
    8192	   25504	       0
   16384	   49648	       0
   32768	   95450	       0
   65536	  116175	       0
  131072	  123815	       0
  262144	  102509	       0
  524288	   69873	       0
 1048576	   68073	       0
 2097152	   67841	       0
 4194304	   65122	       0
 8388608	   57812	       0
16777216	   57154	       0
     128	     187	       0
     256	     948	       0
     512	    2255	       0
    1024	    4727	       0
    2048	    9402	       0
    4096	   18562	       0
    8192	   25474	       0
   16384	   49636	       0
   32768	   95614	       0
   65536	  123348	       0
  131072	  128762	       0
  262144	  100935	       0
  524288	   73343	       0
 1048576	   75253	       0
 2097152	   77886	       0
 4194304	   73777	       0
 8388608	   77522	       0
16777216	   79729	       0
     128	     188	       0
     256	     950	       0
     512	    2250	       0
    1024	    4729	       0
    2048	    9280	       0
    4096	   18591	       0
    8192	   25436	       0
   16384	   49651	       0
   32768	   95422	       0
   65536	  115323	       0
  131072	  124281	       0
  262144	   96483	       0
  524288	   73679	       0
 1048576	   71275	       0
 2097152	   70213	       0
 4194304	   61991	       0
 8388608	   59971	       0
16777216	   56128	       0
     128	     187	       0
     256	     950	       0
     512	    2255	       0
    1024	    4730	       0
    2048	    9298	       0
    4096	   18454	       0
    8192	   25474	       0
   16384	   49649	       0
   32768	   95750	       0
   65536	  123938	       0
  131072	  128784	       0
  262144	   99203	       0
  524288	   71655	       0
 1048576	   71825	       0
 2097152	   76620	       0
 4194304	   89842	       0
 8388608	   85133	       0
16777216	   77376	       0
     128	     187	       0
     256	     950	       0
     512	    2253	       0
    1024	    4730	       0
    2048	    9307	       0
    4096	   18331	       0
    8192	   25483	       0
   16384	   49846	       0
   32768	   95224	       0
   65536	  124141	       0
  131072	  128046	       0
  262144	  101364	       0
  524288	   68717	       0
 1048576	   74513	       0
 2097152	   72421	       0
 4194304	   75488	       0
 8388608	   77285	       0
16777216	   76799	       0
     128	     423	       0
     256	    1116	       0
     512	    2392	       0
    1024	    4835	       0
    2048	    9522	       0
    4096	   18602	       0
