     128	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     256	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     512	5449.051698	1695744	2310144	2605056	2998272	3325952	3719168	4177920	4816896	5865472	7110656	8978432	10682368	14483456	16056320	20316160	26083328	74973184
    1024	5473.650878	1613824	2088960	2310144	2637824	2965504	3325952	3817472	4489216	5537792	6914048	8847360	10682368	14876672	16908288	21889024	149946368	513802240
    2048	6376.420786	1449984	1712128	1843200	2039808	2277376	2703360	3194880	3883008	4816896	5996544	7700480	9371648	12910592	14614528	20316160	27131904	459276288
    4096	17286.257125	995328	1122304	1187840	1286144	1351680	1433600	1499136	1581056	1662976	1777664	1957888	2113536	2572288	2899968	6389760	8978432	20840448
    8192	14471.650945	1056768	1187840	1269760	1368064	1433600	1515520	1581056	1662976	1744896	1859584	2039808	2211840	2834432	3293184	7307264	10158080	488636416
   16384	10803.613092	962560	1286144	1384448	1515520	1630208	1728512	1843200	2023424	2310144	3031040	3883008	4554752	6324224	7962624	13172736	14745600	834666496
   32768	6002.866476	1138688	1630208	1892352	2244608	2637824	3129344	3784704	4423680	5144576	5996544	7241728	8454144	11862016	14221312	27394048	162529280	1069547520
   65536	3131.915745	1613824	2768896	3653632	5013504	6193152	7176192	8159232	9109504	10158080	11468800	13434880	15400960	19267584	20840448	26869760	29491200	1317011456
  131072	1607.971208	2244608	4112384	6127616	9502720	11993088	14090240	16187392	18481152	20840448	23461888	28180480	31588352	40108032	44826624	135266304	254803968	404750336
  262144	807.398767	3883008	6782976	11337728	18743296	23199744	27656192	32374784	37486592	42729472	49545216	58982400	67633152	89653248	100139008	166723584	187695104	214958080
  524288	425.795701	6848512	10944512	17170432	33161216	41156608	50069504	61079552	69730304	81264640	95944704	117964800	137363456	183500800	200278016	242221056	244318208	265289728
 1048576	210.81369	11730944	27656192	48496640	73924608	89653248	107479040	124256256	141557760	160432128	185597952	223346688	265289728	350224384	400556032	459276288	509607936	541065216
 2097152	107.205917	67633152	114819072	147849216	181403648	208666624	229638144	252706816	274726912	304087040	337641472	383778816	425721856	497025024	526385152	574619648	624951296	641728512
 4194304	51.451012	263192576	392167424	417333248	455081984	480247808	505413632	526385152	557842432	583008256	616562688	692060160	742391808	884998144	960495616	1052770304	1149239296	1149239296
 8388608	26.447819	126353408	700448768	809500672	901775360	960495616	1010827264	1044381696	1082130432	1132462080	1182793728	1266679808	1367343104	1769996288	1887436800	1920991232	1920991232	1920991232
16777216	13.198912	13888	1283457024	1568669696	1820327936	1937768448	2055208960	2122317824	2164260864	2231369728	2298478592	2432696320	2600468480	2701131776	2936012800	3036676096	3036676096	3036676096
     128	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     256	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     512	5472.968469	1712128	2310144	2605056	2965504	3325952	3719168	4177920	4816896	5865472	7110656	8847360	10682368	14483456	16056320	21364736	25559040	32636928
    1024	5593.613546	1597440	2039808	2277376	2605056	2932736	3293184	3784704	4489216	5537792	6848512	8847360	10682368	14614528	16449536	20840448	23461888	480247808
    2048	6383.787207	1433600	1695744	1826816	2023424	2277376	2703360	3194880	3883008	4816896	5996544	7700480	9371648	13041664	14745600	21364736	126353408	541065216
    4096	17507.549748	946176	1089536	1171456	1269760	1351680	1433600	1499136	1581056	1662976	1777664	1957888	2113536	2572288	2932736	6324224	8716288	20840448
    8192	14450.618313	1056768	1187840	1269760	1368064	1449984	1515520	1581056	1662976	1744896	1859584	2039808	2244608	2834432	3325952	7438336	10158080	759169024
   16384	11753.10823	905216	1056768	1236992	1449984	1581056	1695744	1810432	1974272	2244608	2867200	3784704	4489216	6193152	7634944	12779520	13959168	32374784
   32768	6050.931636	1105920	1597440	1859584	2244608	2605056	3096576	3751936	4423680	5079040	5931008	7176192	8454144	11730944	13959168	26345472	48496640	1166016512
   65536	3455.818139	1253376	1400832	2146304	4046848	5406720	6586368	7569408	8585216	9764864	11075584	13041664	14745600	18743296	20578304	26083328	29753344	1098907648
  131072	1654.478184	2244608	4046848	6062080	9240576	11730944	13697024	15925248	18219008	20316160	23199744	27656192	31588352	39583744	44826624	92798976	160432128	501219328
  262144	820.017325	3981312	6782976	10420224	18219008	22413312	26869760	31850496	36962304	42205184	48496640	58982400	67633152	86507520	95944704	135266304	177209344	248512512
  524288	430.17988	6717440	10944512	16318464	32374784	40108032	48496640	58458112	68681728	80216064	94896128	117964800	139460608	189792256	208666624	254803968	270532608	291504128
 1048576	211.071167	14352384	38010880	58982400	79167488	95944704	112721920	127401984	141557760	158334976	179306496	212860928	244318208	316669952	341835776	425721856	455081984	497025024
 2097152	102.394193	70778880	122159104	156237824	198180864	221249536	242221056	265289728	287309824	308281344	346030080	400556032	446693376	526385152	541065216	599785472	608174080	633339904
 4194304	51.48528	212860928	387973120	413138944	442499072	471859200	497025024	522190848	549453824	583008256	633339904	683671552	742391808	935329792	1019215872	1199570944	1266679808	1266679808
 8388608	24.786239	164626432	834666496	884998144	968884224	1027604480	1082130432	1115684864	1149239296	1199570944	1249902592	1350565888	1451229184	1602224128	1619001344	1870659584	1870659584	1870659584
16777216	12.672926	13632	1367343104	1837105152	1954545664	2021654528	2088763392	2164260864	2231369728	2298478592	2399141888	2499805184	2667577344	2835349504	2868903936	2868903936	2868903936	2868903936
     128	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     256	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     512	5472.184261	1679360	2277376	2572288	2965504	3325952	3686400	4177920	4816896	5865472	7045120	8847360	10682368	14352384	16056320	22151168	28442624	47972352
    1024	5603.11323	1581056	2023424	2277376	2605056	2932736	3325952	3784704	4489216	5537792	6848512	8847360	10682368	14614528	16318464	20840448	24772608	484442112
    2048	6422.952568	1433600	1695744	1826816	2023424	2277376	2670592	3162112	3883008	4816896	5996544	7634944	9240576	12779520	14352384	18743296	24772608	608174080
    4096	17792.40692	806912	1056768	1155072	1269760	1351680	1417216	1499136	1581056	1662976	1777664	1957888	2113536	2572288	2932736	5996544	8585216	19791872
    8192	14501.616613	1056768	1187840	1269760	1351680	1433600	1499136	1581056	1646592	1744896	1859584	2039808	2211840	2834432	3260416	7241728	10158080	17170432
   16384	10791.106963	946176	1269760	1384448	1531904	1630208	1744896	1859584	2023424	2310144	2998272	3883008	4554752	6324224	7962624	13172736	14483456	1082130432
   32768	6043.063796	1105920	1597440	1875968	2244608	2605056	3129344	3751936	4423680	5144576	5931008	7176192	8454144	11730944	13959168	26083328	52166656	1199570944
   65536	3191.860271	1499136	2605056	3522560	4947968	6062080	7045120	7962624	8978432	10027008	11337728	13303808	15007744	19005440	20578304	25821184	29229056	750780416
  131072	1583.261116	2244608	4292608	6389760	9764864	12124160	14352384	16580608	18743296	21102592	23724032	28442624	31850496	40632320	46399488	154140672	283115520	425721856
  262144	820.805973	3915776	6520832	10289152	18219008	22413312	26607616	31326208	36438016	42205184	49020928	58982400	68681728	88604672	100139008	164626432	189792256	221249536
  524288	423.748584	6455296	10682368	17432576	33816576	41156608	50069504	60555264	70778880	81264640	95944704	119013376	139460608	181403648	202375168	267386880	278921216	337641472
 1048576	205.583503	13697024	36962304	58458112	79167488	96993280	113770496	128450560	143654912	162529280	185597952	219152384	256901120	350224384	400556032	517996544	526385152	549453824
 2097152	107.627796	63700992	121110528	145752064	185597952	210763776	233832448	254803968	274726912	295698432	325058560	375390208	425721856	517996544	549453824	641728512	650117120	650117120
 4194304	53.65464	283115520	354418688	392167424	429916160	455081984	480247808	505413632	534773760	566231040	599785472	666894336	734003200	817889280	859832320	884998144	884998144	884998144
 8388608	24.173705	256901120	843055104	910163968	994050048	1035993088	1082130432	1132462080	1166016512	1233125376	1283457024	1400897536	1501560832	1736441856	1753219072	1904214016	1904214016	1904214016
16777216	12.632626	10176	1266679808	1820327936	1937768448	2021654528	2122317824	2197815296	2264924160	2365587456	2432696320	2533359616	2600468480	2835349504	3003121664	3070230528	3070230528	3070230528
     128	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     256	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     512	5463.651212	1712128	2310144	2572288	2965504	3325952	3686400	4177920	4816896	5799936	7110656	8978432	10682368	14483456	16187392	21102592	25821184	38010880
    1024	5755.274824	1548288	1925120	2211840	2572288	2899968	3293184	3751936	4423680	5472256	6782976	8716288	10551296	14614528	16187392	20054016	25296896	187695104
    2048	6773.640879	1368064	1564672	1761280	1974272	2211840	2605056	3063808	3719168	4685824	5865472	7503872	9240576	12910592	14483456	18219008	22675456	283115520
    4096	17311.756275	987136	1105920	1187840	1286144	1351680	1433600	1499136	1581056	1662976	1777664	1957888	2113536	2572288	2932736	6586368	8716288	20840448
    8192	16207.459751	749568	823296	954368	1269760	1368064	1466368	1531904	1613824	1712128	1826816	2007040	2179072	2768896	3260416	6848512	9895936	15138816
   16384	10845.776948	962560	1269760	1384448	1515520	1613824	1728512	1843200	2007040	2310144	2998272	3850240	4554752	6324224	7897088	12910592	14090240	683671552
   32768	5998.533382	1138688	1630208	1892352	2244608	2637824	3162112	3784704	4423680	5144576	5996544	7241728	8454144	11862016	14352384	26607616	52690944	1300234240
   65536	3085.21913	1613824	2867200	3784704	5144576	6324224	7307264	8224768	9240576	10289152	11599872	13565952	15532032	19267584	21102592	27656192	147849216	834666496
  131072	1607.385682	2408448	4358144	6520832	9633792	11993088	14090240	16187392	18481152	20840448	23724032	28442624	32112640	40632320	44826624	94896128	206569472	497025024
  262144	811.772941	4014080	6979584	11075584	18481152	22675456	26869760	31850496	36962304	42205184	49020928	58982400	67633152	91750400	104333312	149946368	168820736	244318208
  524288	433.173429	6651904	10944512	17170432	33816576	41680896	50069504	60555264	69730304	79167488	92798976	114819072	135266304	177209344	193986560	233832448	254803968	304087040
 1048576	224.383096	11862016	18743296	32899072	65273856	79167488	95944704	114819072	135266304	156237824	181403648	221249536	258998272	341835776	375390208	434110464	450887680	492830720
 2097152	105.55759	73924608	120061952	154140672	189792256	214958080	238026752	256901120	278921216	308281344	337641472	387973120	425721856	522190848	549453824	608174080	624951296	666894336
 4194304	53.544671	225443840	308281344	371195904	429916160	463470592	488636416	513802240	541065216	574619648	608174080	658505728	717225984	901775360	994050048	1199570944	1216348160	1216348160
 8388608	28.906536	274726912	557842432	616562688	759169024	834666496	918552576	994050048	1035993088	1082130432	1149239296	1233125376	1367343104	1535115264	1568669696	1669332992	1669332992	1669332992
16777216	12.704415	10304	1400897536	1837105152	1954545664	2038431744	2105540608	2164260864	2231369728	2298478592	2365587456	2466250752	2566914048	2701131776	2734686208	2734686208	2734686208	2734686208
     128	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     256	     0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
     512	5459.784674	1695744	2310144	2605056	2965504	3325952	3719168	4227072	4816896	5865472	7110656	8978432	10682368	14352384	16056320	20054016	24510464	35913728
    1024	5500.983169	1613824	2088960	2310144	2637824	2965504	3325952	3817472	4489216	5603328	6848512	8847360	10682368	14876672	16580608	22151168	139460608	455081984
    2048	6812.939569	1351680	1531904	1761280	1974272	2211840	2605056	3063808	3719168	4685824	5865472	7503872	9109504	12779520	14221312	18219008	22151168	196083712
    4096	17708.176394	831488	1056768	1171456	1269760	1351680	1433600	1499136	1581056	1662976	1777664	1957888	2113536	2572288	2965504	6389760	8847360	20054016
    8192	14485.583814	1073152	1187840	1269760	1368064	1433600	1515520	1581056	1662976	1744896	1859584	2039808	2211840	2834432	3325952	7831552	10158080	221249536
   16384	11774.774174	913408	1056768	1236992	1449984	1564672	1679360	1810432	1957888	2244608	2867200	3784704	4489216	6193152	7634944	12910592	14221312	166723584
   32768	6036.865438	1122304	1613824	1875968	2244608	2605056	3129344	3751936	4423680	5144576	5931008	7176192	8454144	11599872	13959168	26607616	52166656	1044381696
   65536	3454.384854	1253376	1433600	2146304	4046848	5406720	6520832	7569408	8585216	9764864	11075584	13041664	14876672	19005440	20578304	26083328	28966912	1182793728
  131072	1588.695971	2277376	4145152	6389760	9764864	12124160	14221312	16318464	18743296	20840448	23724032	28442624	32112640	40632320	45350912	113770496	283115520	566231040
  262144	831.068026	3948544	6782976	10551296	18219008	22413312	26345472	31064064	35913728	41156608	47972352	57933824	66846720	86507520	98041856	141557760	185597952	242221056
  524288	422.702739	6914048	11206656	17956864	32374784	40108032	49020928	59506688	69730304	82313216	96993280	120061952	141557760	187695104	212860928	274726912	299892736	341835776
 1048576	209.396018	16908288	40632320	60030976	81264640	98041856	113770496	127401984	141557760	160432128	181403648	217055232	248512512	312475648	337641472	383778816	413138944	438304768
 2097152	110.689311	58458112	108527616	137363456	173015040	200278016	223346688	246415360	274726912	295698432	325058560	367001600	408944640	501219328	541065216	633339904	633339904	641728512
 4194304	52.677116	270532608	379584512	408944640	438304768	467664896	488636416	517996544	541065216	574619648	608174080	683671552	742391808	843055104	876609536	943718400	968884224	968884224
 8388608	25.766341	166723584	859832320	893386752	943718400	994050048	1035993088	1069547520	1098907648	1149239296	1199570944	1266679808	1333788672	1484783616	1518338048	1619001344	1619001344	1619001344
16777216	12.485097	13120	1283457024	1920991232	2038431744	2122317824	2197815296	2231369728	2264924160	2332033024	2399141888	2566914048	2768240640	2969567232	3003121664	3238002688	3238002688	3238002688
