,9,10,11,12,13,14,15,16
0,11653,23639,47035,93275,174381,304052,402205,414936
1,11628,23652,47049,93238,172919,303638,406243,417626
2,11593,23518,47117,93285,174519,303436,406056,417769
3,11623,23635,47056,92642,174386,303837,405403,417334
4,11625,23647,46975,93153,174646,303201,404165,416446
5,11605,23658,47096,93200,174534,301507,403923,418074
6,11667,23644,47060,92700,174503,304021,406030,418505
7,11651,23650,47091,93232,173360,303029,403627,414563
8,11628,23626,47020,93263,174511,301866,403604,416824
9,11668,23625,46710,93148,174227,301918,402702,419262
10,11577,23516,46766,93261,174544,303662,405152,418797
11,11667,23662,47053,93350,174633,301712,404131,421016
12,11622,23668,47033,93182,174435,303125,405287,421600
13,11659,23662,47046,93263,174010,301882,406928,416453
14,11644,23675,47047,93264,174515,303254,402859,422343
15,11611,23657,47028,93260,174601,301484,400716,418755
