     128	       0	       0
     256	       0	       0
     512	   11716	       0
    1024	   23459	       0
    2048	   46941	       0
    4096	   93352	       0
    8192	  177871	       0
   16384	  307935	       0
   32768	  405581	       0
   65536	  418048	       0
  131072	  413972	       0
  262144	  414820	       0
  524288	  415733	       0
 1048576	  415408	       0
 2097152	  411633	       0
 4194304	  402344	       0
 8388608	  413514	       0
16777216	  419557	       0
     128	       0	       0
     256	       0	       0
     512	   11712	       0
    1024	   23505	       0
    2048	   46914	       0
    4096	   93385	       0
    8192	  177411	       0
   16384	  305819	       0
   32768	  400590	       0
   65536	  416884	       0
  131072	  414104	       0
  262144	  413745	       0
  524288	  413586	       0
 1048576	  412446	       0
 2097152	  414554	       0
 4194304	  414309	       0
 8388608	  416815	       0
16777216	  414067	       0
     128	       0	       0
     256	       0	       0
     512	   11716	       0
    1024	   23459	       0
    2048	   46660	       0
    4096	   93430	       0
    8192	  177805	       0
   16384	  304093	       0
   32768	  403089	       0
   65536	  416762	       0
  131072	  414731	       0
  262144	  414507	       0
  524288	  414719	       0
 1048576	  413531	       0
 2097152	  417379	       0
 4194304	  418716	       0
 8388608	  426305	       0
16777216	  419753	       0
     128	       0	       0
     256	       0	       0
     512	   11702	       0
    1024	   23452	       0
    2048	   46980	       0
    4096	   93345	       0
    8192	  178043	       0
   16384	  307616	       0
   32768	  403349	       0
   65536	  416495	       0
  131072	  415623	       0
  262144	  414595	       0
  524288	  413938	       0
 1048576	  411838	       0
 2097152	  414212	       0
 4194304	  418262	       0
 8388608	  420613	       0
16777216	  408427	       0
     128	       0	       0
     256	       0	       0
     512	   11714	       0
    1024	   23313	       0
    2048	   46926	       0
    4096	   93416	       0
    8192	  177880	       0
   16384	  306079	       0
   32768	  403262	       0
   65536	  420052	       0
  131072	  416838	       0
  262144	  414047	       0
  524288	  413071	       0
 1048576	  410924	       0
 2097152	  416655	       0
 4194304	  408248	       0
 8388608	  421061	       0
16777216	  413225	       0
     128	       0	       0
     256	       0	       0
     512	   11667	       0
    1024	   23444	       0
    2048	   46980	       0
    4096	   92750	       0
    8192	  176561	       0
   16384	  307874	       0
   32768	  402608	       0
   65536	  420711	       0
  131072	  416194	       0
  262144	  415779	       0
  524288	  420176	       0
 1048576	  413128	       0
 2097152	  418729	       0
 4194304	  411756	       0
 8388608	  410254	       0
16777216	  410866	       0
     128	       0	       0
     256	       0	       0
     512	   11718	       0
    1024	   23453	       0
    2048	   46912	       0
    4096	   93389	       0
    8192	  177832	       0
   16384	  307411	       0
   32768	  404222	       0
   65536	  417850	       0
  131072	  413511	       0
  262144	  414171	       0
  524288	  416504	       0
 1048576	  416773	       0
 2097152	  415235	       0
 4194304	  418766	       0
 8388608	  408576	       0
16777216	  415281	       0
     128	       0	       0
     256	       0	       0
     512	   11706	       0
    1024	   23275	       0
    2048	   46922	       0
    4096	   93296	       0
    8192	  177839	       0
   16384	  306170	       0
   32768	  404177	       0
   65536	  416024	       0
  131072	  415060	       0
  262144	  413520	       0
  524288	  413787	       0
 1048576	  418116	       0
 2097152	  411033	       0
 4194304	  409368	       0
 8388608	  417633	       0
16777216	  423973	       0
     128	       0	       0
     256	       0	       0
     512	   11716	       0
    1024	   23426	       0
    2048	   46921	       0
    4096	   93249	       0
    8192	  177724	       0
   16384	  305732	       0
   32768	  404163	       0
   65536	  420256	       0
  131072	  413272	       0
  262144	  414333	       0
  524288	  414405	       0
 1048576	  418916	       0
 2097152	  409804	       0
 4194304	  419017	       0
 8388608	  417555	       0
16777216	  410784	       0
     128	       0	       0
     256	       0	       0
     512	   11679	       0
    1024	   23451	       0
    2048	   46944	       0
    4096	   93335	       0
    8192	  177889	       0
   16384	  307903	       0
   32768	  404373	       0
   65536	  416677	       0
  131072	  415021	       0
  262144	  415366	       0
  524288	  416412	       0
 1048576	  411320	       0
 2097152	  415728	       0
 4194304	  413625	       0
 8388608	  407799	       0
16777216	  414639	       0
     128	       0	       0
     256	       0	       0
     512	   11701	       0
    1024	   23460	       0
    2048	   46887	       0
    4096	   93423	       0
    8192	  177790	       0
   16384	  307970	       0
   32768	  403630	       0
   65536	  420913	       0
  131072	  414590	       0
  262144	  415025	       0
  524288	  413709	       0
 1048576	  410746	       0
